COMID,Observation,Prediction,Date
74068275,554.1866016283675,506.95245165248343,09/30/2008
74068275,2917.866196015617,2964.0328119966434,02/19/2002
74068275,168.60250980374622,391.5199401948921,12/08/2008
74068275,657.7469960426533,695.6719651785097,04/26/2005
74068275,4778.694477993529,5507.642373386887,11/17/2009
74068275,645.7843387789762,696.0267007111688,07/15/2008
74068275,694.5990022729529,821.3924375373608,07/25/2000
74068275,424.6015154067063,6.5583342760946834,08/31/1999
74068275,649.8827810793882,2446.7286535237217,03/11/2008
74068275,4023.988187618903,2788.576582636917,03/19/2002
74068275,125.01435495933583,715.4057403432671,12/03/2002
